id,دانشكده,گروه آموزشي,شماره و گروه درس,نام درس,واحد کل,واحد ع,ظر فيت,ثبت نام شده,تعداد ليست انتظار,جنسيت,نام استاد,زمان و مكان ارائه/ امتحان,توضيحات,امكان اخذ درس توسط ساير مراكز,حذف اضطراري
506,ادبيات و علوم انساني,زبان وادبيات عربي,1236679_01,آواشناسي زبان عربي,1,0,35,1,0,مختلط,غلامعلي زاده جواد,"درس(ت): شنبه      09:30-11:30 مکان: كلاس 129
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
507,ادبيات و علوم انساني,زبان وادبيات عربي,1236681_01,صرف 1,2,0,40,1,0,مختلط,عيدوزايي عبدالرحمن,"درس(ت): يك شنبه   15:00-17:00 مکان: كلاس 127
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
508,ادبيات و علوم انساني,زبان وادبيات عربي,1236683_01,صرف 3,3,0,41,36,0,مختلط,كرد يحيي,"درس(ت): سه شنبه   09:30-11:30 ف مکان: كلاس 129
 درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 129
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان دارد
509,ادبيات و علوم انساني,زبان وادبيات عربي,1236684_01,نحو1,2,0,40,2,0,مختلط,ذوالفقاري ليلا,"درس(ت): دوشنبه    07:30-09:30 مکان: كلاس 127
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
510,ادبيات و علوم انساني,زبان وادبيات عربي,1236686_01,نحو3,2,0,40,23,0,مختلط,رضايي رضا,"درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 127
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
511,ادبيات و علوم انساني,زبان وادبيات عربي,1236693_01,آواشناسي وتجويد,2,0,40,1,0,مختلط,غلامعلي زاده جواد,"درس(ت): شنبه      09:30-11:30 مکان: كلاس 129
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
512,ادبيات و علوم انساني,زبان وادبيات عربي,1236694_01,واژه نامه هاي عربي,2,0,40,36,0,مختلط,اساتيد گروه آموزشي,"درس(ت): شنبه      13:00-15:00 مکان: كلاس 129
  امتحان(1404.11.08)  ساعت : 09:30-11:30",,-,امكان دارد
513,ادبيات و علوم انساني,زبان وادبيات عربي,1236696_01,آشنايي با كشورهاي عربي,2,0,40,1,0,مختلط,محسني راد بتول,"درس(ت): سه شنبه   18:00-20:00 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان دارد
514,ادبيات و علوم انساني,زبان وادبيات عربي,1236697_01,آزمايشگاه زبان 1,2,0,40,1,0,مختلط,ذوالفقاري ليلا,"درس(ت): يك شنبه   07:30-09:30 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
515,ادبيات و علوم انساني,زبان وادبيات عربي,1236699_01,آزمايشگاه زبان 3,2,0,40,18,0,مختلط,ذوالفقاري ليلا,"درس(ت): دوشنبه    09:30-11:30 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
516,ادبيات و علوم انساني,زبان وادبيات عربي,1236705_01,متون تفسيري قران كريم,2,0,4,2,0,مختلط,رضايي رضا,"درس(ت): چهارشنبه  18:00-20:00 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.01)  ساعت : 12:30-14:30",,-,امكان دارد
517,ادبيات و علوم انساني,زبان وادبيات عربي,1236706_01,نثر عربي از اغاز تا دوره معاصر,2,0,4,2,0,مختلط,شيخ محمد,"درس(ت): چهارشنبه  09:30-11:30 مکان: سمعي و بصري ادبيات
  امتحان(1404.11.05)  ساعت : 12:30-14:30",,-,امكان دارد
518,ادبيات و علوم انساني,زبان وادبيات عربي,1236707_01,شعر  عربي از اغاز تا دوره معاصر,2,0,6,3,0,مختلط,رضايي رضا,"درس(ت): سه شنبه   09:30-11:30 مکان: كلاس 127
  امتحان(1404.11.04)  ساعت : 12:30-14:30",,-,امكان دارد
519,ادبيات و علوم انساني,زبان وادبيات عربي,1236708_01,شعر معاصر عربي,2,0,4,4,0,مختلط,محسني راد بتول,"درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 127
  امتحان(1404.11.07)  ساعت : 12:30-14:30",,-,امكان دارد
520,ادبيات و علوم انساني,زبان وادبيات عربي,1236715_01,مباحث عالي علوم بلاغي,2,0,4,4,0,مختلط,شيخ محمد,"درس(ت): سه شنبه   13:00-15:00 مکان: سمعي و بصري ادبيات
  امتحان(1404.10.30)  ساعت : 12:30-14:30",,-,امكان دارد
521,ادبيات و علوم انساني,زبان وادبيات عربي,1236717_01,مباحث عالي صرفي و نحوي,2,0,4,2,0,مختلط,زندوكيلي محمدتقي,"درس(ت): چهارشنبه  15:00-17:00 مکان: كلاس 129
  امتحان(1404.10.28)  ساعت : 12:30-14:30",,-,امكان دارد
522,ادبيات و علوم انساني,زبان وادبيات عربي,1236721_01,روش تحقيق,2,0,4,2,0,مختلط,غلامعلي زاده جواد,"درس(ت): پنج شنبه  09:30-11:30 مکان: كلاس 127
  امتحان(1404.11.07)  ساعت : 12:30-14:30",,-,امكان دارد
523,ادبيات و علوم انساني,زبان وادبيات عربي,1236723_01,اخلاق حرفه اي,2,0,4,3,0,مختلط,سالارزائي اميرحمزه,"درس(ت): چهارشنبه  07:30-09:30 مکان: آزمايشگاه زبان و ادبيات عرب
  امتحان(1404.11.08)  ساعت : 12:30-14:30",,-,امكان دارد
524,اقتصاد و علوم اداري,مديريت كارآفريني,1410002_01,الگوهاي تصميم گيري كارآفرينانه,3,0,35,7,0,مختلط,رشيدي دريني محبوبه,"درس(ت): يك شنبه   13:30-15:30 مکان: 921
 درس(ت): چهارشنبه  13:30-15:30
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
525,اقتصاد و علوم اداري,مديريت كارآفريني,1410009_01,مديريت رفتار سازماني پيشرفته,2,0,25,0,0,مختلط,كيخا عالمه,"درس(ت): سه شنبه   13:00-15:00 مکان: 922
  امتحان(1404.11.06)  ساعت : 10:00-12:00",,-,امكان دارد
526,اقتصاد و علوم اداري,مديريت كارآفريني,1410234_01,قوانين كسب و كار در كشور,2,0,35,13,0,مختلط,گلستان فرد زهرا,"درس(ت): دوشنبه    09:30-11:30 مکان: 921
 درس(ت): سه شنبه   13:00-15:00 مکان: 921
  امتحان(1404.11.06)  ساعت : 10:00-12:00",,-,امكان دارد
527,اقتصاد و علوم اداري,مديريت كارآفريني,1410235_01,اقتصادكلان,3,0,45,25,0,مختلط,رسولي فيروزابادي سميه,"درس(ت): سه شنبه   15:00-17:00 مکان: 921
 درس(ت): چهارشنبه  18:00-20:00 مکان: 921
  امتحان(1404.11.04)  ساعت : 10:00-12:00",,-,امكان دارد
528,اقتصاد و علوم اداري,مديريت كارآفريني,1410806_01,روش تحقيق در مديريت,3,0,45,13,0,مختلط,كيخا عالمه,"درس(ت): يك شنبه   13:00-15:00 مکان: 922
 درس(ت): يك شنبه   15:00-17:00 مکان: 922
  امتحان(1404.11.07)  ساعت : 10:00-12:00",,-,امكان دارد
529,اقتصاد و علوم اداري,مديريت كارآفريني,1410807_01,مباني فناوري اطلاعات,3,1,45,2,0,مختلط,كيخاي فرزانه مصطفي,"درس(ت): يك شنبه   09:30-11:30 مکان: 913
 درس(ع): سه شنبه   18:00-20:00
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
530,اقتصاد و علوم اداري,مديريت كارآفريني,1410813_01,مباني سازمان و مديريت,3,0,35,0,0,مختلط,قاسمي محمد,"درس(ت): يك شنبه   15:30-17:30 مکان: 921
 درس(ت): دوشنبه    09:30-11:30
  امتحان(1404.11.08)  ساعت : 10:00-12:00",,-,امكان دارد
531,اقتصاد و علوم اداري,مديريت كارآفريني,1410818_01,مديريت مالي,3,0,35,3,0,مختلط,مرادزاده مسلم,"درس(ت): شنبه      18:00-20:00 مکان:  919
 درس(ت): چهارشنبه  18:00-20:00 مکان:  919
  امتحان(1404.10.29)  ساعت : 07:30-09:30",,-,امكان دارد
532,اقتصاد و علوم اداري,مديريت كارآفريني,1410819_01,سيستم هاي خريد و انبارداري,3,0,35,8,0,مختلط,اساتيد گروه آموزشي,"درس(ت): يك شنبه   18:00-20:00 مکان: 917
 درس(ت): سه شنبه   18:00-20:00 مکان: 922
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان دارد
533,اقتصاد و علوم اداري,مديريت كارآفريني,1410826_01,مديريت نوآوري,3,0,35,14,0,مختلط,كيخاي فرزانه مصطفي,"درس(ت): شنبه      09:30-11:30 مکان: 921
 درس(ت): شنبه      13:30-15:30 مکان: 921
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان دارد
534,اقتصاد و علوم اداري,مديريت كارآفريني,1410827_01,كارآفريني سازماني و اجتماعي,3,0,35,11,0,مختلط,كرد حامد,"درس(ت): چهارشنبه  07:30-09:30
 درس(ت): چهارشنبه  09:30-11:30 مکان: 922
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
535,اقتصاد و علوم اداري,مديريت كارآفريني,1410830_01,كسب و كار روستايي,3,1,35,13,0,مختلط,رسولي فيروزابادي سميه,"درس(ت): دوشنبه    18:00-20:00 مکان: 918
 درس(ع): شنبه      18:00-20:00 مکان: 918
  امتحان(1404.10.28)  ساعت : 10:00-12:00",,-,امكان دارد
536,اقتصاد و علوم اداري,مديريت كارآفريني,1410831_01,كسب و كار در خانه,3,1,35,13,0,مختلط,كيخا عالمه,"درس(ت): دوشنبه    13:00-15:00 مکان: 918
 درس(ع): پنج شنبه  10:00-12:00 مکان: 922
  امتحان(1404.11.01)  ساعت : 10:00-12:00",,-,امكان دارد
537,اقتصاد و علوم اداري,مديريت كارآفريني,1410832_01,طراحي و تدوين طرح كسب و كار,3,1,35,2,0,مختلط,زيودار مهدي,"درس(ت): سه شنبه   09:30-11:30 مکان: 915
 درس(ع): چهارشنبه  18:00-20:00 مکان: 914
  امتحان(1404.11.05)  ساعت : 10:00-12:00",,-,امكان دارد
538,اقتصاد و علوم اداري,مديريت كارآفريني,1410834_01,كارآموزي,3,3,35,1,0,مختلط,كيخاي فرزانه مصطفي,,,-,امكان دارد
539,اقتصاد و علوم اداري,مديريت كارآفريني,1410850_01,تئوريهاي كارآفريني,2,0,25,0,0,مختلط,زيودار مهدي,"درس(ت): يك شنبه   09:30-11:30 مکان: 922
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان ندارد
540,اقتصاد و علوم اداري,مديريت كارآفريني,1410851_01,كار آفريني در بستر فناوري اطلاعات,2,0,25,0,0,مختلط,آرامش حامد,"درس(ت): يك شنبه   13:00-15:00 مکان: 918
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان ندارد
541,اقتصاد و علوم اداري,مديريت كارآفريني,1410852_01,تشخيص فرصتهاي كارآفريني,2,0,25,0,0,مختلط,زيودار مهدي,"درس(ت): دوشنبه    18:00-20:00 مکان: 921
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان ندارد
542,اقتصاد و علوم اداري,مديريت كارآفريني,1410856_01,تحليل محيط كسب و كار,2,0,25,13,0,مختلط,كيخاي فرزانه مصطفي,"درس(ت): دوشنبه    09:30-11:30 مکان: 922
  امتحان(1404.11.08)  ساعت : 07:30-09:30",,-,امكان دارد
543,اقتصاد و علوم اداري,مديريت كارآفريني,1410858_01,توسعه اقتصادي,2,0,25,0,0,مختلط,مرادي ابراهيم,"درس(ت): سه شنبه   07:30-09:30 مکان: 913
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان ندارد
544,اقتصاد و علوم اداري,مديريت كارآفريني,1410859_01,توسعه فرصتهاي كارآفريني,2,0,25,0,0,مختلط,تباوار علي اصغر,"درس(ت): شنبه      18:00-20:00 مکان: 921
  امتحان(1404.11.01)  ساعت : 10:00-12:00",,-,امكان ندارد
545,اقتصاد و علوم اداري,مديريت كارآفريني,1410861_01,مزيت رقابتي ملي/ منطقه اي,2,0,25,3,0,مختلط,حسين زاده رمضان,"درس(ت): چهارشنبه  13:00-15:00 مکان: 921
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
546,اقتصاد و علوم اداري,مديريت كارآفريني,1410862_01,كارآفريني سازماني,2,0,25,0,0,مختلط,كيخا عالمه,"درس(ت): چهارشنبه  09:30-11:30 مکان: 921
  امتحان(1404.11.05)  ساعت : 10:00-12:00",,-,امكان ندارد
547,اقتصاد و علوم اداري,مديريت كارآفريني,1410866_01,مديريت فرآيند و اجراي پروژه هاي كارآفريني,2,0,25,6,0,مختلط,كيخاي فرزانه مصطفي,"درس(ت): دوشنبه    13:00-15:00 مکان: 915
  امتحان(1404.11.07)  ساعت : 10:00-12:00",,-,امكان ندارد
548,اقتصاد و علوم اداري,مديريت كارآفريني,1410867_01,ايجاد كسب و كار,2,0,25,0,0,مختلط,زيودار مهدي,"درس(ت): دوشنبه    15:00-17:00 مکان: 921
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان ندارد
549,اقتصاد و علوم اداري,مديريت كارآفريني,1410868_01,استقراركسب و كار,2,0,25,0,0,مختلط,آرامش حامد,"درس(ت): سه شنبه   09:30-11:30 مکان: 921
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان ندارد
550,اقتصاد و علوم اداري,مديريت كارآفريني,1410871_01,مديريت زنجيره تامين,2,0,25,4,0,مختلط,كرد باقر,"درس(ت): دوشنبه    07:30-09:30 مکان: 921
  امتحان(1404.10.29)  ساعت : 10:00-12:00",,-,امكان ندارد
